TAA_Band,Narrative,Date_Paid,Amount,Position,Full_Name,join_key
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"Bennett, Cathy",abceehnnttty
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Boland, Grace",aabcdeglnor
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Boyd Barrett, Richard",aabbcddehiorrrrtty
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Brabazon, Tom",aabbmnoortz
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Brady, John",abdhjnory
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Brennan, Brian",aabbeinnnnrr
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Brennan, Shay",aabehnnnrsy
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Brophy, Colm",bchlmoopry
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Browne, James",abeejmnorsw
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"Buckley, Pat",abceklptuy
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"Burke, Colm",bceklmoru
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Burke, Peter",beeekprrtu
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Butler, Mary",abelmrrtuy
2,PSA November 2025,28/11/2025,"€3,972.08",Deputy,"Butterly, Paula",aabellprttuuy
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Buttimer, Jerry",beeijmrrrttuy
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Byrne, Joanna",aabejnnnory
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Byrne, Malcolm",abcellmmnory
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Byrne, Thomas",abehmnorsty
10,PSA November 2025,28/11/2025,"€4,422.08",Deputy,"Cahill, Michael",aaccehhiilllm
11,PSA November 2025,28/11/2025,"€4,478.75",Deputy,"Cairns, Holly",achillnorsy
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Callaghan, Catherine",aaaacceeghhillnnrt
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Calleary, Dara",aaaacdellrry
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Canney, Sean",aaceennnsy
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Carrigy, Micheál",acceghiilmrry
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Carroll MacNeill, Jennifer",aacceeefiijllllmnnnorrr
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Carthy, Matt",aachmrttty
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Chambers, Jack",aabccehjkmrs
2,PSA November 2025,28/11/2025,"€3,972.08",Deputy,"Clarke, Sorca",aacceklorrs
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"Cleere, Peter 'Chap'",acceeeeehlpprrt
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"Clendennen, John",cdeeehjlnnnnno
12,PSA November 2025,28/11/2025,"€4,534.58",Deputy,"Collins, Michael",accehiilllmnos
MIN,PSA November 2025,28/11/2025,"€1,333.33",Deputy,"Collins, Niall",aciillllnnos
7,PSA November 2025,28/11/2025,"€4,252.92",Deputy,"Connolly, John",chjllnnnoooy
10,PSA November 2025,28/11/2025,"€4,422.08",Deputy,"Conway-Walsh, Rose",aacehlnoorsswwy
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Cooney, Joe",ceejnoooy
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Coppinger, Ruth",ceghinopprrtu
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Cronin, Reada",aacdeinnorr
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Crowe, Cathal",aaccehlortw
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Crowe, Sean",aceenorsw
5,PSA November 2025,28/11/2025,"€4,197.08",Deputy,"Cullinane, David",aacddeiillnnuv
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Cummins, Jen",ceijmmnnsu
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Cummins, John",chijmmnnosu
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Currie, Emer",ceeeimrrru
5,PSA November 2025,28/11/2025,"€4,197.08",Deputy,"Daly, Martin",aadilmnrty
9,PSA November 2025,28/11/2025,"€4,365.42",Deputy,"Daly, Pa",aadlpy
2,PSA November 2025,28/11/2025,"€3,972.08",Deputy,"Dempsey, Aisling",adeegiilmnpssy
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Devine, Maire",adeeeiimnrv
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Devlin, Cormac",accdeilmnorv
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Dillon, Alan",aadilllnno
9,PSA November 2025,28/11/2025,"€4,365.42",Deputy,"Doherty, Pearse",adeeehoprrsty
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Dolan, Albert",aabdellnort
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Donnelly, Paul",adelllnnopuy
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Dooley, Timmy",deilmmootyy
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Ellis, Dessie",deeeiillsss
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Farrell, Mairéad",aaadefillmrrr
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Farrelly, Aidan",aaadefillnrry
7/MIN,PSA November 2025,28/11/2025,"€2,987.76",Deputy,"Feighan, Frank",aaeffghiknnr
5,PSA November 2025,28/11/2025,"€4,197.08",Deputy,"Fitzmaurice, Michael",aacceefhiiilmmrtuz
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Fleming, Sean",aeefgilmnns
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Foley, Norma",aeflmnoory
9,PSA November 2025,28/11/2025,"€4,365.42",Deputy,"Gallagher, Pat 'The Cope'",aaaceeegghhllopprtt
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Gannon, Gary",aaggnnnory
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Geoghegan, James",aaeeeggghjmnos
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Gibney, Sinéad",abdegiinnsy
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Gogarty, Paul",aaggloprtuy
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"Gould, Thomas",adghlmoostu
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Graves, Ann",aaegnnrsv
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Grealish, Noel",aeeghillnors
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Guirke, Johnny",eghijknnoruy
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Harkin, Marian",aaahiikmnnrr
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Harris, Simon",ahiimnorrss
Dublin,PSA November 2025,28/11/2025,€750.00,Deputy,"Hayes, Eoin",aeehinosy
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Healy, Séamus",aaehlmssuy
11,PSA November 2025,28/11/2025,"€4,478.75",Deputy,"Healy-Rae, Danny",aaadeehlnnryy
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Healy-Rae, Michael",aaaceeehhillmry
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Hearne, Rory",aeehnorrry
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Heneghan, Barry",aabeeghhnnrry
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Heydon, Martin",adehimnnorty
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Higgins, Emer",eegghiimnrs
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Kelly, Alan",aaeklllny
7,PSA November 2025,28/11/2025,"€4,252.92",Deputy,"Kenny, Eoghan",aeeghknnnoy
5,PSA November 2025,28/11/2025,"€4,197.08",Deputy,"Kenny, Martin",aeikmnnnrty
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"Keogh, Kiera",aeeghikkor
5,PSA November 2025,28/11/2025,"€4,197.08",Deputy,"Kerrane, Claire",aaceeeiklnrrr
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Lahart, John",aahhjlnort
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Lawless, James",aaeejllmsssw
7,PSA November 2025,28/11/2025,"€4,252.92",Deputy,"Lawless, Paul",aaelllpssuw
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"Lawlor, George",aeegglloorrw
5,PSA November 2025,28/11/2025,"€4,197.08",Deputy,"Lowry, Michael",acehillmorwy
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"Mac Lochlainn, Padraig",aaaaccdghiillmnnopr
MIN,PSA November 2025,28/11/2025,"€1,333.33",Taoiseach,"Martin, Micheál",acehiilmmnrt
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"Maxwell, David",aaddeillmvwx
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"McAuliffe, Paul",aaceffillmpuu
7,PSA November 2025,28/11/2025,"€4,252.92",Deputy,"McCarthy, Noel",accehlmnorty
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"McConalogue, Charlie",aaccceeghillmnooru
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"McCormack, Tony",accckmmnoorty
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"McDonald, Mary Lou",aacddllmmnooruy
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minster,"McEntee, Helen",ceeeeehlmnnt
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"McGettigan, Donna",aacdeggimnnnott
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"McGrath, Mattie",aaceghimmrttt
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"McGrath, Séamus",aacghmmrsstu
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"McGreehan, Erin",aceeeghimnnrr
7,PSA November 2025,28/11/2025,"€4,252.92",Deputy,"McGuinness, Conor",ccegimnnnoorssu
4,PSA November 2025,28/11/2025,"€3,967.50",Deputy,"McGuinness, John",ceghijmnnnossu
Dub,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Mitchell, Denise",cdeeehiillmnst
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Moran, Kevin 'Boxer'",abeeikmnnoorrvx
10,PSA November 2025,28/11/2025,"€4,422.08",Deputy,"Moynihan, Aindrias",aaadhiiimnnnorsy
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Moynihan, Michael",aacehhiilmmnnoy
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Moynihan, Shane",aaehhimnnnosy
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Murnane O'Connor, Jennifer",aceeefijmnnnnnnooorrru
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Murphy, Michael",acehhilmmpruy
Dub,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Murphy, Paul",ahlmppruuy
CC,PSA November 2025,28/11/2025,"€2,922.08",Ceann,"Comhairle Murphy, Verona",aaceehhilmmnooprrruvy
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"Mythen, Johnny",ehhjmnnnotyy
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Nash, Gerald",aadeghlnrs
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Naughton, Hildegarde",aaddeegghhilnnortu
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Neville, Joe",eeeijllnov
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"Newsome Drennan, Natasha",aaaadeeehmnnnnnorsstw
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Ní Raghallaigh, Shonagh",aaaaggghhhhillnnors
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Nolan, Carol",aacllnnoor
NoTAA,PSA November 2025,28/11/2025,"€1,695.83",Deputy,"Ó Broin, Eoin",beiinnoor
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Ó Cearúil, Naoise",aaceeiilnors
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Ó Fearghaíl, Séan",aaaefghlnrs
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"Ó Laoghaire, Donnchadh",aaacddeghhhilnnoor
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Ó Muirí, Naoise",aeiimnorsu
2,PSA November 2025,28/11/2025,"€3,972.08",Deputy,"Ó Murchú, Ruari",achimrrruu
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Ó Snodaigh, Aengus",aadegghinnossu
2,PSA November 2025,28/11/2025,"€3,972.08",Deputy,"Ó Súilleabháin, Fionntán",abefhiiillnnnnost
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"O'Brien, Darragh",aabdeghinorrr
Dublin,PSA November 2025,28/11/2025,€750.00,Deputy,"O'Callaghan, Cian",aaaaccghillnno
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"O'Callaghan, Jim",aaacghijllmno
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"O'Connell, Maeve",aceeellmnnoov
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"O'Connor, James",acejmnnooors
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"O'Dea, Willie",adeeiillow
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"O'Donnell, Kieran",adeeikllnnnoor
7,PSA November 2025,28/11/2025,"€4,252.92",Deputy,"O'Donoghue, Richard",acddeghhinooorru
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"O'Donoghue, Robert",bdeeghnoooorrtu
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"O'Donovan, Patrick",aacdiknnoooprtv
7,PSA November 2025,28/11/2025,"€4,252.91",Deputy,"O'Flynn, Ken",efklnnnoy
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"O'Gorman, Roderic",acdegimnooorrr
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"O'Hara, Louis",aahiloorsu
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"O'Meara, Ryan",aaaemnorry
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"O'Reilly, Louise",eeiillloorsuy
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"O'Rourke, Darren",adeeknoorrrru
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"O'Shea, John Paul",aaehhjlnoopsu
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"O'Sullivan, Christopher",acehhiillnooprrsstuv
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"O'Sullivan, Padraig",aaadgiillnoprsuv
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"Quaide, Liam",aadeiilmqu
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Quinlivan, Maurice",aaceiiilmnnqruuv
8,PSA November 2025,28/11/2025,"€4,309.58",Deputy,"Rice, Pádraig",acdegiiprr
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Richmond, Neale",acdeehilmnnor
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Roche, Peter",ceeehoprrt
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Scanlon, Eamon",aacelmnnnoos
6,PSA November 2025,28/11/2025,"€4,225.00",Deputy,"Sheehan, Conor",aceehhnnoors
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Sherlock, Maire",aceehiklmorrs
4,PSA November 2025,28/11/2025,"€4,168.25",Deputy,"Smith, Brendan",abdehimnnrst
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Smith, Duncan",acdhimnnstu
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Smyth, Niamh",ahhimmnsty
3,PSA November 2025,28/11/2025,"€4,084.58",Deputy,"Stanley, Brian",aabeilnnrsty
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Timmins, Edward",addeiimmnrstw
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Tóibín, Peadar",aabdeinprt
1,PSA November 2025,28/11/2025,"€2,749.79",Deputy,"Toole, Gillian",aegiilllnoot
MIN,PSA November 2025,28/11/2025,"€1,333.33",Minister,"Troy, Robert",beoorrrtty
2,PSA November 2025,28/11/2025,"€3,972.08",Deputy,"Wall, Mark",aakllmrw
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Ward, Barry",aabdrrrwy
7,PSA November 2025,28/11/2025,"€4,252.92",Deputy,"Ward, Charles",aacdehlrrsw
Dublin,PSA November 2025,28/11/2025,"€2,445.83",Deputy,"Ward, Mark",aadkmrrw
1,PSA November 2025,28/11/2025,"€3,803.75",Deputy,"Whitmore, Jennifer",eeefhiijmnnorrtw
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Ahern, Ciaran",aaacehinnrr
2,PSA December 2025,13/12/2025,"€3,972.08",Deputy,"Aird, William",aadiiillmrw
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Ardagh, Catherine",aaacdeeghhinrrt
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Bacik, Ivana",aaabciiknv
4,PSA December 2025,13/12/2025,"€4,168.25",Deputy,"Bennett, Cathy",abceehnnttty
1,PSA December 2025,13/12/2025,"€3,803.75",Deputy,"Boland, Grace",aabcdeglnor
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Boyd Barrett, Richard",aabbcddehiorrrrtty
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Brabazon, Tom",aabbmnoortz
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Brady, John",abdhjnory
3,PSA December 2025,13/12/2025,"€4,084.58",Deputy,"Brennan, Brian",aabbeinnnnrr
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Brennan, Shay",aabehnnnrsy
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Brophy, Colm",bchlmoopry
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Browne, James",abeejmnorsw
8,PSA December 2025,13/12/2025,"€4,309.58",Deputy,"Buckley, Pat",abceklptuy
8,PSA December 2025,13/12/2025,"€4,309.58",Deputy,"Burke, Colm",bceklmoru
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Burke, Peter",beeekprrtu
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Butler, Mary",abelmrrtuy
2,PSA December 2025,13/12/2025,"€3,972.08",Deputy,"Butterly, Paula",aabellprttuuy
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Buttimer, Jerry",beeijmrrrttuy
1,PSA December 2025,13/12/2025,"€3,803.75",Deputy,"Byrne, Joanna",aabejnnnory
3,PSA December 2025,13/12/2025,"€4,084.58",Deputy,"Byrne, Malcolm",abcellmmnory
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Byrne, Thomas",abehmnorsty
10,PSA December 2025,13/12/2025,"€4,422.08",Deputy,"Cahill, Michael",aaccehhiilllm
11,PSA December 2025,13/12/2025,"€4,478.75",Deputy,"Cairns, Holly",achillnorsy
3,PSA December 2025,13/12/2025,"€4,084.58",Deputy,"Callaghan, Catherine",aaaacceeghhillnnrt
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Calleary, Dara",aaaacdellrry
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Canney, Sean",aaceennnsy
3,PSA December 2025,13/12/2025,"€4,084.58",Deputy,"Carrigy, Micheál",acceghiilmrry
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Carroll MacNeill, Jennifer",aacceeefiijllllmnnnorrr
3,PSA December 2025,13/12/2025,"€4,084.58",Deputy,"Carthy, Matt",aachmrttty
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Chambers, Jack",aabccehjkmrs
2,PSA December 2025,13/12/2025,"€3,972.08",Deputy,"Clarke, Sorca",aacceklorrs
4,PSA December 2025,13/12/2025,"€4,168.25",Deputy,"Cleere, Peter 'Chap'",acceeeeehlpprrt
4,PSA December 2025,13/12/2025,"€4,168.25",Deputy,"Clendennen, John",cdeeehjlnnnnno
12,PSA December 2025,13/12/2025,"€4,534.58",Deputy,"Collins, Michael",accehiilllmnos
MIN,PSA December 2025,13/12/2025,"€1,333.33",Deputy,"Collins, Niall",aciillllnnos
7,PSA December 2025,13/12/2025,"€4,252.92",Deputy,"Connolly, John",chjllnnnoooy
10,PSA December 2025,13/12/2025,"€4,422.08",Deputy,"Conway-Walsh, Rose",aacehlnoorsswwy
6,PSA December 2025,13/12/2025,"€4,225.00",Deputy,"Cooney, Joe",ceejnoooy
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Coppinger, Ruth",ceghinopprrtu
1,PSA December 2025,13/12/2025,"€3,803.75",Deputy,"Cronin, Reada",aacdeinnorr
6,PSA December 2025,13/12/2025,"€4,225.00",Deputy,"Crowe, Cathal",aaccehlortw
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Crowe, Sean",aceenorsw
5,PSA December 2025,13/12/2025,"€4,197.08",Deputy,"Cullinane, David",aacddeiillnnuv
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Cummins, Jen",ceijmmnnsu
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Cummins, John",chijmmnnosu
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Currie, Emer",ceeeimrrru
5,PSA December 2025,13/12/2025,"€4,197.08",Deputy,"Daly, Martin",aadilmnrty
9,PSA December 2025,13/12/2025,"€4,365.42",Deputy,"Daly, Pa",aadlpy
2,PSA December 2025,13/12/2025,"€3,972.08",Deputy,"Dempsey, Aisling",adeegiilmnpssy
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Devine, Maire",adeeeiimnrv
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Devlin, Cormac",accdeilmnorv
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Dillon, Alan",aadilllnno
9,PSA December 2025,13/12/2025,"€4,365.42",Deputy,"Doherty, Pearse",adeeehoprrsty
6,PSA December 2025,13/12/2025,"€4,225.00",Deputy,"Dolan, Albert",aabdellnort
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Donnelly, Paul",adelllnnopuy
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Dooley, Timmy",deilmmootyy
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Ellis, Dessie",deeeiillsss
6,PSA December 2025,13/12/2025,"€4,225.00",Deputy,"Farrell, Mairéad",aaadefillmrrr
1,PSA December 2025,13/12/2025,"€3,803.75",Deputy,"Farrelly, Aidan",aaadefillnrry
MIN,PSA December 2025,13/12/2025,"€1,333.33",Deputy,"Feighan, Frank",aaeffghiknnr
5,PSA December 2025,13/12/2025,"€4,197.08",Deputy,"Fitzmaurice, Michael",aacceefhiiilmmrtuz
3,PSA December 2025,13/12/2025,"€4,084.58",Deputy,"Fleming, Sean",aeefgilmnns
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Foley, Norma",aeflmnoory
9,PSA December 2025,13/12/2025,"€4,365.42",Deputy,"Gallagher, Pat 'The Cope'",aaaceeegghhllopprtt
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Gannon, Gary",aaggnnnory
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Geoghegan, James",aaeeeggghjmnos
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Gibney, Sinéad",abdegiinnsy
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Gogarty, Paul",aaggloprtuy
8,PSA December 2025,13/12/2025,"€4,309.58",Deputy,"Gould, Thomas",adghlmoostu
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Graves, Ann",aaegnnrsv
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Grealish, Noel",aeeghillnors
3,PSA December 2025,13/12/2025,"€4,084.58",Deputy,"Guirke, Johnny",eghijknnoruy
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Harkin, Marian",aaahiikmnnrr
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Harris, Simon",ahiimnorrss
Dublin,PSA December 2025,13/12/2025,€750.00,Deputy,"Hayes, Eoin",aeehinosy
6,PSA December 2025,13/12/2025,"€4,225.00",Deputy,"Healy, Séamus",aaehlmssuy
11,PSA December 2025,13/12/2025,"€4,478.75",Deputy,"Healy-Rae, Danny",aaadeehlnnryy
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Healy-Rae, Michael",aaaceeehhillmry
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Hearne, Rory",aeehnorrry
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Heneghan, Barry",aabeeghhnnrry
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Heydon, Martin",adehimnnorty
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Higgins, Emer",eegghiimnrs
6,PSA December 2025,13/12/2025,"€4,225.00",Deputy,"Kelly, Alan",aaeklllny
7,PSA December 2025,13/12/2025,"€4,252.92",Deputy,"Kenny, Eoghan",aeeghknnnoy
5,PSA December 2025,13/12/2025,"€4,197.08",Deputy,"Kenny, Martin",aeikmnnnrty
8,PSA December 2025,13/12/2025,"€4,309.58",Deputy,"Keogh, Kiera",aeeghikkor
5,PSA December 2025,13/12/2025,"€4,197.08",Deputy,"Kerrane, Claire",aaceeeiklnrrr
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"Lahart, John",aahhjlnort
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"Lawless, James",aaeejllmsssw
7,PSA December 2025,13/12/2025,"€4,252.92",Deputy,"Lawless, Paul",aaelllpssuw
4,PSA December 2025,13/12/2025,"€4,168.25",Deputy,"Lawlor, George",aeegglloorrw
5,PSA December 2025,13/12/2025,"€4,197.08",Deputy,"Lowry, Michael",acehillmorwy
8,PSA December 2025,13/12/2025,"€4,309.58",Deputy,"Mac Lochlainn, Padraig",aaaaccdghiillmnnopr
MIN,PSA December 2025,13/12/2025,"€1,333.33",Taoiseach,"Martin, Micheál",acehiilmmnrt
4,PSA December 2025,13/12/2025,"€4,168.25",Deputy,"Maxwell, David",aaddeillmvwx
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"McAuliffe, Paul",aaceffillmpuu
7,PSA December 2025,13/12/2025,"€4,252.92",Deputy,"McCarthy, Noel",accehlmnorty
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minister,"McConalogue, Charlie",aaccceeghillmnooru
3,PSA December 2025,13/12/2025,"€4,084.58",Deputy,"McCormack, Tony",accckmmnoorty
Dublin,PSA December 2025,13/12/2025,"€2,445.83",Deputy,"McDonald, Mary Lou",aacddllmmnooruy
MIN,PSA December 2025,13/12/2025,"€1,333.33",Minster,"McEntee, Helen",ceeeeehlmnnt
